Song,Line Number,Lyric
Scatman,1,Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
Scatman,2,I'm the Scatman
Scatman,3,And the chorus goes like this
Scatman,4,"Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub"
Scatman,5,"Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub"
Scatman,6,I'm the Scatman
Scatman,7,"Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub"
Scatman,8,Ba-da-ba-da-ba-be bop-bop-bodda-bope
Scatman,9,Bop-ba-bodda-bope
Scatman,10,"Be-bop-ba-bodda-bope, bop-ba-bodda"
Scatman,11,Ba-da-ba-da-ba-be bop-ba-bodda-bope
Scatman,12,Bop-ba-bodda-bope
Scatman,13,"Be-bop-ba-bodda-bope, bop-ba-bodda-bope"
Scatman,14,Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
Scatman,15,Everybody stutters one way or the other
Scatman,16,So check out my message to you
Scatman,17,"As a matter of fact, I don't let nothing hold you back"
Scatman,18,"If the Scatman can do it, so can you"
Scatman,19,Everybody's saying that the Scatman stutters But doesn't ever stutter when he sings
Scatman,20,"But what you don't know, I'm gonna tell you right now"
Scatman,21,"That the stutter and the scat is the same thing, yo"
Scatman,22,I'm the Scatman
Scatman,23,Where's the Scatman?
Scatman,24,I'm the Scatman
Scatman,25,Why should we be pleasing in the politician heathens
Scatman,26,Who would try to change the seasons if they could?
Scatman,27,The state of the condition insults my intuitions
Scatman,28,And it only makes me crazy and a heart like wood
Scatman,29,Everybody stutters one way or the other
Scatman,30,So check out my message to you
Scatman,31,"As a matter of fact, I'm letting nothing hold you back"
Scatman,32,"If the Scatman can do it, brother, so can you"
Scatman,33,I'm the Scatman
Scatman,34,I hear y'all ask 'bout the meaning of scat
Scatman,35,"Well, I'm the professor and all I can tell you is"
Scatman,36,"While you're still sleeping, the saints are still weeping 'cause"
Scatman,37,Things you called dead haven't yet had the chance to be born
Scatman,38,I'm the Scatman
Scatman,39,"Yeah, I'm the Scatman"
Scatman,40,"Dong dong dong, ding ding dong dong"
Scatman,41,Wo-go-ez-ze-ze-za-de-ya-de-za-de-ya-ze-ze-zee
Scatman,42,"Dong-ding-dong-dong-dong, do-dong-ding"
Scatman,43,Where's the Scatman?
Scatman,44,Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
Scatman,45,"I'm the Scatman, repeat after me"
Scatman,46,"It's a scoobie-oobie-doobie, scoobie-doobie melody"
Scatman,47,"I'm the Scatman, sing along with me"
Scatman,48,"It's a scoobie-oobie-doobie, scoobie-doobie melody"
Scatman,49,"Yeah, I'm the Scatman (I'm the Scatman)"
Scatman,50,"Yeah, I'm the Scatman, sing along with me"
Scatman,51,Bop-ba-bodda
Scatman,52,"It's a scoobie-oobie-doobie, scoobie-doobie melody"
Scatman,53,Be-bop-ba-bodda-bope
Scatman's World,1,"Sting dubbadohng, da ding, dadohn dodohn"
Scatman's World,2,"Da ding, da ding, da dodone, jadugadodone"
Scatman's World,3,Scatman's World
Scatman's World,4,Babobeh-bopbopahdop-bababa-ba-babedi
Scatman's World,5,Babobeh-bopbopahdop-bababa-bee-babedi
Scatman's World,6,Babobeh-bopbopahdop-babobeh-bopbopahdop
Scatman's World,7,Babobeh-bopbopahdop-bababa-ba-babedi
Scatman's World,8,I'm calling out from Scatland
Scatman's World,9,I'm calling out from Scatman's World
Scatman's World,10,"If you wanna break free, you'd better listen to me"
Scatman's World,11,"You've got to learn how to see, in your fantasy"
Scatman's World,12,I'm calling out from Scatland
Scatman's World,13,I'm calling out from Scatman's World
Scatman's World,14,"If you wanna break free, you'd better listen to me"
Scatman's World,15,"You've got to learn how to see, in your fantasy"
Scatman's World,16,Everybody's talkin' something very shocking
Scatman's World,17,Just to keep on blockin' what they're feelin' inside
Scatman's World,18,"But listen to me brother, you just keep on walkin'"
Scatman's World,19,Cause you and me and sister ain't got nothing to hide
Scatman's World,20,"Scatman, fat man, black and white and brown man"
Scatman's World,21,Tell me 'bout the color of your soul
Scatman's World,22,If part of your solution isn't ending the pollution
Scatman's World,23,Then I don't wanna hear your stories told
Scatman's World,24,I wanna welcome you to Scatman's World
Scatman's World,25,Babobeh-bopbopahdop-bababa-ba-babedi
Scatman's World,26,Babobeh-bopbopahdop-bababa-bee-babedi
Scatman's World,27,Babobeh-bopbopahdop-babobeh-bopbopahdop
Scatman's World,28,Babobeh-bopbopahdop-bababa-ba-babedi
Scatman's World,29,Everybody's born to compete as he chooses
Scatman's World,30,But how can someone win if winning means that someone loses?
Scatman's World,31,I sit and see and wonder what it's like to be in touch
Scatman's World,32,No wonder all my brothers and my sisters need a crutch
Scatman's World,33,"I wanna be a human being, not a human doing"
Scatman's World,34,I couldn't keep that pace up if I tried
Scatman's World,35,The source of my intention really isn't crime prevention
Scatman's World,36,My intention is prevention of the lie
Scatman's World,37,"Yeah, welcome to the Scatman's World"
Scatman's World,38,Ski-bi-debeh-dopabodidingdickidi
Scatman's World,39,Dingdingdingdi-ding-bopdopidi
Scatman's World,40,Bi-di-di-di-ding-bopdopidi
Scatman's World,41,Dalalalalalalalalala-bippidibi
Scatman's World,42,Bi-twee-dada-twee-dada-deedle-dada-dadadada
Scatman's World,43,Dadadadadadadadadadada-de
Scatman's World,44,Bopadopa-dobadopa-dobadopa-da
Scatman's World,45,Hey-yeah!
Scatman's World,46,Skibi-debida-bide-bidep
Scatman's World,47,Listen to me!
Scatman's World,48,Di-ding-doogadungdadingdoodung
Scatman's World,49,Doodungdadingdadingduhduhdungdughdugh (Bopbopahdop-bababa-ba-babedi)
Scatman's World,50,Di-ding-doogadungdadingdoodung
Scatman's World,51,Doodungdadingdadingduhduhdungdughdugh (bopbopahdop-bababa-bee-babedi)
Scatman's World,52,Di-ding-doogadungdadingdoodung
Scatman's World,53,Doodungdadingdadingduhduhdungdughdugh (Bopbopahdop-bababa-ba-babedi)
Scatman's World,54,Di-ding-doogadungdadingdoodung
Scatman's World,55,Doodungdadingdadingduhduhdungdughdugh (bopbopahdop-bababa-bee-babedi)
Paa Pee Poo Pae Po,1,"Bobopity Ba Bo Bae, Bobopity Baa Bae bo"
Paa Pee Poo Pae Po,2,"Bobopity Ba Bo Bae, Bobopity Baa Bae bo!"
Paa Pee Poo Pae Po,3,"In Warsaw, Poland and the land of Pakistan"
Paa Pee Poo Pae Po,4,The kids are all the same in any other land
Paa Pee Poo Pae Po,5,A simple way to live is all we really need
Paa Pee Poo Pae Po,6,"That's why the alphabet begins with A, B ,C"
Paa Pee Poo Pae Po,7,Pa-pa paa pee poo pae po
Paa Pee Poo Pae Po,8,Paa pee poo pae po
Paa Pee Poo Pae Po,9,"Sumimasen, I'm sorry, I'm sorry, I'm sorry"
Paa Pee Poo Pae Po,10,Can we talk for a minute? I've just got to clear the air
Paa Pee Poo Pae Po,11,I can see you've been living a life with a broken heart
Paa Pee Poo Pae Po,12,I think that you've forgotten the essence of what you are
Paa Pee Poo Pae Po,13,"Well, today is the best day for making a brand new start"
Paa Pee Poo Pae Po,14,Don't be afraid
Paa Pee Poo Pae Po,15,The hand of fate
Paa Pee Poo Pae Po,16,Will take you home right now
Paa Pee Poo Pae Po,17,I'm sorry
Paa Pee Poo Pae Po,18,"You once were a child, and everybody's still a child inside"
Paa Pee Poo Pae Po,19,"Get connected, baby, there's nothing you've got to hide"
Paa Pee Poo Pae Po,20,Life is meant for the living
Paa Pee Poo Pae Po,21,Not only to just survive
Paa Pee Poo Pae Po,22,"The folks of Paris, France and Tokyo, Japan"
Paa Pee Poo Pae Po,23,Are like the folks that live in Turkey and Iran
Paa Pee Poo Pae Po,24,Bada-bada- ba-baaaaaaaaa! Bom ckicka chika chika chika bowwow wow wow Bada-bada- ba-baaaaaaaaa! Bom ckicka chika chika chika bowwow wow wow
Paa Pee Poo Pae Po,25,We see the same through many different colored eyes
Paa Pee Poo Pae Po,26,"If I have hurt your feelings, I apologize"
Quiet Desperation,1,You're sitting on a milk crate mornin' noon and night
Quiet Desperation,2,Fantisizin' the American dream
Quiet Desperation,3,You're lookin' pretty good and you've got yourself convinced
Quiet Desperation,4,That the nightmare isn't as bad as it seems
Quiet Desperation,5,You try your best to hide yourself beneath your turned up collar
Quiet Desperation,6,And a plastic bag is all you've got to show
Quiet Desperation,7,And your books inside your shopping cart
Quiet Desperation,8,Is probably the best education you're ever gonna know (Hmm)
Quiet Desperation,9,The guy in the Mercedes is just hollered with the dollar
Quiet Desperation,10,Better grab it 'cause the signal's turnin' green
Quiet Desperation,11,"And while you're at it, put the jug behind the picket fence"
Quiet Desperation,12,Cause the cop that's drivin' by sho' looking mean
Quiet Desperation,13,"Institution, contribution, restitution, destitution"
Quiet Desperation,14,Doesn't mean a thing to you now
Quiet Desperation,15,"You're the freeway feature, for your audience are driving by"
Quiet Desperation,16,So maybe you should stand and take a bow
Quiet Desperation,17,You're living in desperation
Quiet Desperation,18,And you never have felt complete
Quiet Desperation,19,You live in anticipation
Quiet Desperation,20,"Of another day on the street, sing with me"
Quiet Desperation,21,"You're sitting in the same spot, you want to go home"
Quiet Desperation,22,But there ain't no home but home on the range
Quiet Desperation,23,You've forgotten what you look like and it looks like you've forgotten
Quiet Desperation,24,That the look inside your eye is very strange
Quiet Desperation,25,"Ain't nothing left to hide, you're stripped of all your pride"
Quiet Desperation,26,And all you feel inside is a hole a mile wide
Quiet Desperation,27,You're the freedom desperado and the perfect living model
Quiet Desperation,28,Of a land that hasn't any good excuse
Quiet Desperation,29,"Sittin' on your milkcrate, blanket wrapped around you"
Quiet Desperation,30,I see you sitting day after day
Quiet Desperation,31,"I really like to talk, but I know if I approached you"
Quiet Desperation,32,You'd probably get up and walk away
Quiet Desperation,33,You're wishin' that your home of the American dream
Quiet Desperation,34,Wasn't only smoke and exhaust
Quiet Desperation,35,"I love you, desperado, and all I gotta say"
Quiet Desperation,36,You let me know how much I really lost
Song of Scatland,1,Imagine a land of love
Song of Scatland,2,Where people have time to care
Song of Scatland,3,Where everybody's equal
Song of Scatland,4,And we all tell the truth
Song of Scatland,5,If you're wondering where this magical place is
Song of Scatland,6,You don't have to look too far
Song of Scatland,7,You'll find it between your deepest dreams and warmest wishes
Song of Scatland,8,The society of Scatland is composed of
Song of Scatland,9,Very loving caring people who have
Song of Scatland,10,Never even heard of political corruption
Song of Scatland,11,"Class distinction, war and all the other stuff that goes on in the world of earth people"
Song of Scatland,12,Everyone is equal
Song of Scatland,13,Everyone is equal in Scatland
Song of Scatland,14,All people of Scatland are very childlike they have
Song of Scatland,15,"Had happy complete childhoods, they were"
Song of Scatland,16,All allowed to develop their imaginations to the fullest
Song of Scatland,17,There is only love and happiness in Scatland
Song of Scatland,18,Hatred and resentment?
Song of Scatland,19,Well that's unheard of
Song of Scatland,20,It's unheard of
Song of Scatland,21,"We've got to believe in love, that’s all there ever will be"
Song of Scatland,22,"That's all there's ever been, for you and me"
Song of Scatland,23,I wonder if you're wondering where Scatland is?
Song of Scatland,24,It isn't far away
Song of Scatland,25,I'll take you there now
Song of Scatland,26,"Just close your eyes, make a wish, give yourself a hug"
Song of Scatland,27,"You're half-way there, just love yourself, love yourself"
Song of Scatland,28,And a dream will come true
Song of Scatland,29,You'll find yourself in Scatland
Song of Scatland,30,And suddenly discover that the person from Scatland is you
Song of Scatland,31,The people of Scatland speak in Scatish
Song of Scatland,32,Scatish is a language not quite like a leprechaun
Song of Scatland,33,It sounds like a language of the people of earth
Song of Scatland,34,Who speak in a tongue of their own
Song of Scatland,35,You're all from Scatland
Song of Scatland,36,"This is a brand new day, know what I say"
Song of Scatland,37,Skroo-ba-doo-m-be-be-ge
Song of Scatland,38,"Buh-duh-be-be-dahp, buh-duh-be-be-dahp, buh-duh-be-be"
Song of Scatland,39,Love is understanding
Song of Scatland,40,"To-ba-boh, so-ba-goh"
Song of Scatland,41,"Believe me, believe me, believe me"
Song of Scatland,42,"Skroo-ba-bee-ba-bye-ya-dah, (Got to believe, yeah) bye-yay-a-lah"
Song of Scatland,43,"Ska-ba-bee, a-ba-boo-way"
Song of Scatland,44,"Skuh-ba-dah, boo-boo-deh, boo-boo-deh, boo-boo-deh"
Song of Scatland,45,"Boo-bah-days, o-la-doh"
Song of Scatland,46,"Ska-boo-way, ba-ba-bye-yay (For you and me)"
Song of Scatland,47,I want to thank you all for joining me in celebration of the world of Scatland
Song of Scatland,48,Goodnight
Everybody Jam!,1,Hey Louis!
Everybody Jam!,2,Yeah?
Everybody Jam!,3,Is that you?
Everybody Jam!,4,"Yes, yes"
Everybody Jam!,5,"Oh, I'm Scatman John. Would you like to sing a song, man?"
Everybody Jam!,6,"Well, sure could! Look out!"
Everybody Jam!,7,"One, two, three, four"
Everybody Jam!,8,Bo-beh-bo-beh-bo-beh-deh-yo
Everybody Jam!,9,Bu-bi-ba-ba-ba-do-do
Everybody Jam!,10,Do-di-oh-do-dum-do-tss-do-do
Everybody Jam!,11,Bub-ah-dap-bib-eh-dab-ah-dab-eh-dom-do-da
Everybody Jam!,12,Everybody party down in Louisiana
Everybody Jam!,13,Everybody jam (Yeah!)
Everybody Jam!,14,Everybody come and take a ride with me
Everybody Jam!,15,Belibabbelibelibabbelibelibabbelibelibabbeli-behde
Everybody Jam!,16,Follow me everybody
Everybody Jam!,17,Let's head down south to the land
Everybody Jam!,18,With the man with the message
Everybody Jam!,19,His name was Satch
Everybody Jam!,20,And he played on the match
Everybody Jam!,21,Everytime he played the horn
Everybody Jam!,22,Another blues was born
Everybody Jam!,23,Everybody's saying
Everybody Jam!,24,That the way he was playing
Everybody Jam!,25,Had the whole world praying
Everybody Jam!,26,That he never gonna stop
Everybody Jam!,27,He taught the Scatman all about scat
Everybody Jam!,28,"He's the father of it all, as a matter of fact"
Everybody Jam!,29,Louis was a legend in New Orleans
Everybody Jam!,30,And the Louisiana Dixieland scene
Everybody Jam!,31,He made a decision that the old time religion
Everybody Jam!,32,To be played out the horn
Everybody Jam!,33,And the blues was born
Everybody Jam!,34,Satchmo's breathing deep in my soul
Everybody Jam!,35,"Let me sing it to you, Hallelujah"
Everybody Jam!,36,"(Hey, hey, whaddya say?)"
Everybody Jam!,37,Bub-ah-dap-bib-eh-dab-ah-dab-eh-dom-do-da
Everybody Jam!,38,"Get out the way, let Louis play!"
Everybody Jam!,39,Everybody jam
Everybody Jam!,40,"Everybody come and take a ride with me (Hey, hey, whaddya say?)"
Everybody Jam!,41,Bo-beh-bo-beh-bo-beh-deh-yo
Everybody Jam!,42,Bu-bi-ba-ba-ba-do-do
Everybody Jam!,43,Do-di-oh-do-dum-do-tss-do-do
Everybody Jam!,44,Bub-ah-dap-bib-eh-dab-ah-dab-eh-dom-do-da
Everybody Jam!,45,Take a lesson that I learnt from Louis
Everybody Jam!,46,He only give it to us 'cause he knew it would renew us
Everybody Jam!,47,"Love is the answer, scat's where it's at"
Everybody Jam!,48,Louis said that you could even teach your cat scat!
Everybody Jam!,49,"Hear me talking, I be talking to you"
Everybody Jam!,50,Louis was one swinging happy guru
Everybody Jam!,51,You wanna hear the greatest trumpet in the world? Well...
Everybody Jam!,52,"Sing along with me, sing along now"
Everybody Jam!,53,Join me in the opening and join me in the bow
Everybody Jam!,54,"Singing in the sunset, singing at the dawn"
Everybody Jam!,55,You've gotta get it up if you want to get it on
Everybody Jam!,56,Satchmo's breathing deep in my soul
Everybody Jam!,57,"Let me sing it to you, Hallelujah"
Everybody Jam!,58,"(Hey, hey, whaddya say?)"
Everybody Jam!,59,"Get out the way, let Louis play!"
Everybody Jam!,60,"What'd you think of that scat, Satch?"
Everybody Jam!,61,"As we cats say, it gassed, man"
Everybody Jam!,62,"How about a little solo, Louis?"
Everybody Jam!,63,"Now, blow your horn, Louis!"
Everybody Jam!,64,Saba-daba-dem debilubalulibem
Everybody Jam!,65,"Yeah, Pah, pim pa pi pa paro"
Everybody Jam!,66,"Beh, dium da di da daro"
Everybody Jam!,67,"Zah, zin sa za za zaro, yeah!"
Time (Take Your Time),1,Time
Time (Take Your Time),2,Take your time
Time (Take Your Time),3,"We can do, we can do, we can do it"
Time (Take Your Time),4,Take your time
Time (Take Your Time),5,"Oh-oh-oh-oh-oh, oh-oh"
Time (Take Your Time),6,"We can do, we can do, we can do it"
Time (Take Your Time),7,"Oh-oh-oh-oh-oh, oh-oh (Take your time)"
Time (Take Your Time),8,You know that I been licked and I'm terminally hip
Time (Take Your Time),9,"And you see me crawlin' in again, reeking of the same gin"
Time (Take Your Time),10,"Through the door many times, same condition, broken mind"
Time (Take Your Time),11,Gotta start the same show all over again
Time (Take Your Time),12,"Powerless, flowerless, cannot do this any more"
Time (Take Your Time),13,Remember to surrender to the power of your choice
Time (Take Your Time),14,"Acceptance is the answer, page 449"
Time (Take Your Time),15,"Slow down, take it easy, Tommy, ain't no hurry here"
Time (Take Your Time),16,"Take your time, take a day at a time"
Time (Take Your Time),17,"Take, take, take your time, take a day at a time"
Time (Take Your Time),18,"Oh-oh-oh-oh-oh, (Take your time) oh-oh"
Time (Take Your Time),19,Inventory purgatory checked out my soul
Time (Take Your Time),20,"I'm a legend in my own time, legend in my own mind"
Time (Take Your Time),21,The plug is in the jug and reality is setting in
Time (Take Your Time),22,"The pink cloud is wearin thin, the girls are lookin' good"
Time (Take Your Time),23,But I'm broke
Time (Take Your Time),24,"Hey, Tommy, lookin' good, got a tan, feelin better?"
Time (Take Your Time),25,"Heard you readin' chapter five, you know how to stay alive"
Time (Take Your Time),26,"Every morning hit you knees, ninety meetings, ninety days"
Time (Take Your Time),27,"Heard you share, we care, check it out, Tommy"
Time (Take Your Time),28,Time
Only You,1,Uh-huh
Only You,2,Schti-ki-ti-kuh
Only You,3,Schtink-te-kut
Only You,4,Skeb-de-deyo
Only You,5,"Only you, only you"
Only You,6,Only you make my dreams come true
Only You,7,Be-bop-bo be-boppo-do
Only You,8,Love is not possession and it can't be possessed
Only You,9,"If I should try to own you, I'd be like all the rest (Schti-ki-ti-kuh)"
Only You,10,I've learnt from past conviction that love is not addiction
Only You,11,I've tried that many times and failed the test (Bop-bo-dob-dig-ti-don-don)
Only You,12,"Baby, baby, baby, you're so good for my soul"
Only You,13,"Baby, baby, baby, I'm the one you can hold"
Only You,14,I've simply got to tell from the bottom of my heart
Only You,15,The first time that I saw you I was sure right from the start
Only You,16,"What you are is just enough, don't have to be no more (Tchik-chi-ki)"
Only You,17,I don't care 'bout the way you wear your hair (Tchik-chi-ki-t-do)
Only You,18,"I don't need to mold you, I only want to hold you"
Only You,19,"Girl, so you can breath a wholesome breath of air (Rub-du-dup-t-tig-t-do)"
Only You,20,"Mama, mama, mama, come get your baby boy"
Only You,21,"Mama, mama, mama, you're my sadness and joy"
Only You,22,"You’re my life (Tchik-tchi-ki-t-do), shining bright (Tchik-chik-chki-oh-t-do)"
Only You,23,You're the beginning of the rest of my life
Only You,24,"Only you can make, only you can make"
Only You,25,Only you can make my grey skies blue
Only You,26,"Only you can make, only you can make"
Only You,27,Only you can make my dream come true
Only You,28,Make my dream come true
(I Want To) Be Someone,1,I wanna be someone
(I Want To) Be Someone,2,Be someone
(I Want To) Be Someone,3,Spending all your time never knowing what to say
(I Want To) Be Someone,4,Is my mode of operation day after day
(I Want To) Be Someone,5,Ain't got no money I don't even drive a car
(I Want To) Be Someone,6,And my Nike tennis shoes ain't takin' me too far
(I Want To) Be Someone,7,Got a sexy girlfriend hot on the scene
(I Want To) Be Someone,8,"Her home is page twenty, Playboy magazine"
(I Want To) Be Someone,9,She's gotta a great job on the hotel circuit
(I Want To) Be Someone,10,"If you press the right channel, and you know how to work it"
(I Want To) Be Someone,11,"I wanna be someone, I don't wanna be me"
(I Want To) Be Someone,12,I'm always feeling less than everybody I see
(I Want To) Be Someone,13,"You ask me how I'm doing, and I'll tell you ""Just fine"""
(I Want To) Be Someone,14,But on the inside I swear to God I'm losing my mind
(I Want To) Be Someone,15,I wanna be someone not just anybody
(I Want To) Be Someone,16,"Want to be someone, someone like you"
(I Want To) Be Someone,17,I've got to be someone 'cause I don't know how to be me
(I Want To) Be Someone,18,I'm always so impressed with an American Express card
(I Want To) Be Someone,19,Picking up the ladies in a brand new Mercedes
(I Want To) Be Someone,20,"Hop in my yacht, take a cruise to Monte Carlo"
(I Want To) Be Someone,21,"Living for today, never thinkin' 'bout tomorrow"
(I Want To) Be Someone,22,I know the very best men travelin' with the jet set
(I Want To) Be Someone,23,The only folks I ever meet live on the backstreet
(I Want To) Be Someone,24,Every day's another empty day in the life of a
(I Want To) Be Someone,25,"Guy without a face, always feelin' out of place"
(I Want To) Be Someone,26,Cause I don't know how to be me
Let It Go,1,I've got to tell you
Let It Go,2,I want to tell you
Let It Go,3,I've got to tell you
Let It Go,4,I want to tell you that you've got to let it go
Let It Go,5,I've got to tell you that it's time to let you know
Let It Go,6,I want to tell you that you've got to let it go
Let It Go,7,I've got to tell you that it's time to let you know
Let It Go,8,I want to tell you that you've got to let it go
Let It Go,9,I'm believin' too much in all the stuff in my head
Let It Go,10,It's a hassle in the mornin' to get up outta bed
Let It Go,11,I'm holdin' on to secrets that are too hard to see
Let It Go,12,An' I'm thinking everybody is a-better than me
Let It Go,13,I try to keep doing what I think I gotta do
Let It Go,14,"If I make a mistake, you're gonna think I'm a fool"
Let It Go,15,I'm always back again to the point where I began
Let It Go,16,I'm afraid I need help - don't offer your hand
Let It Go,17,"I know, you know, they know, we know"
Let It Go,18,I don't know nuthin' but I gotta keep bluffin'
Let It Go,19,"I'm thinking, they're thinking, you're thinking I'll drink"
Let It Go,20,Feelin' so confused that I think I wanna sink
Let It Go,21,It's so hard to talk when you're walking in shock
Let It Go,22,It's so hard to see when you're pretending you're free
Let It Go,23,"Don't know how to give, and I've had all I can take"
Let It Go,24,"Everybody's to blame, when you can't play the game"
Let It Go,25,I've been namin' and a-gamin' and a-framin' and a-blamin'
Let It Go,26,"It's a pattern I've been weaving for a long, long time"
Let It Go,27,"It's hard to begin, but surrender means win"
Let It Go,28,And it certainly is better than losing your mind
Let It Go,29,I know that you've been thinking I've been talkin' 'bout me
Let It Go,30,"I made it that way for a purpose, you see"
Let It Go,31,Scatman's really only tryin' to get through
Let It Go,32,To help you discover - he be talkin' 'bout you
Let It Go,33,"If I want to live at all, I gotta, gotta let go"
Let It Go,34,The things that hold me back are right here in my head
Let It Go,35,"The saboteur, can't endure, he has to go to bed"
Let It Go,36,I want to live life in spite of what I think
Let It Go,37,I think that my opinion should be thrown to the sink
Let It Go,38,"I wanna do better, but I don't know how"
Let It Go,39,"But if I'm gonna start, I better start right now"
Let It Go,40,I try to survive and I've gotta let you know
Let It Go,41,I've got to tell you
Let It Go,42,I want to tell you (Let it go!)
Let It Go,43,I've got to tell you
Let It Go,44,I want to tell you that you've got to let it go
The Invisible Man,1,I'm the invisible man
The Invisible Man,2,Incredible how you can see right through me
The Invisible Man,3,"I said yeah, yeah, yeah, yeah"
The Invisible Man,4,"I'm the invisible man, whoa"
The Invisible Man,5,"I said yeah, yeah, yeah, yeah"
The Invisible Man,6,"I'm the invisible man (Invisible, invisible)"
The Invisible Man,7,"Invisible, invisible, invisible, invisible"
The Invisible Man,8,When you hear a sound
The Invisible Man,9,That you just can't place
The Invisible Man,10,Feel something move
The Invisible Man,11,That you just can't trace
The Invisible Man,12,When something sits
The Invisible Man,13,On the end of your bed
The Invisible Man,14,Don't turn around (Don't turn around)
The Invisible Man,15,When you hear me tread
The Invisible Man,16,It's criminal how I can see right through you
The Invisible Man,17,"Invisible, invisible"
